scoring_id,checkingstatus,loanduration,credithistory,loanpurpose,loanamount,existingsavings,employmentduration,installmentpercent,sex,othersonloan,currentresidenceduration,ownsproperty,age,installmentplans,housing,existingcreditscount,job,dependents,telephone,foreignworker,prediction,scoring_timestamp
1999,3.0,36.0,3.0,0.0,5671.0,4.0,0.0,36.0,1.0,4.0,2.0,0.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2022-03-05T01:55:20.709001
2000,0.0,29.0,3.0,7.0,2078.0,0.0,1.0,48.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T01:55:40.709001
2001,1.0,10.0,1.0,5.0,3176.0,3.0,3.0,48.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T01:56:00.709001
2002,3.0,31.0,0.0,3.0,3845.0,2.0,0.0,55.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T01:56:20.709001
2003,3.0,29.0,4.0,0.0,2178.0,1.0,1.0,36.0,0.0,3.0,2.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T01:56:40.709001
2004,0.0,16.0,1.0,3.0,3963.0,3.0,3.0,30.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-05T01:57:00.709001
2005,2.0,12.0,0.0,0.0,250.0,0.0,0.0,54.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T01:57:20.709001
2006,3.0,36.0,4.0,7.0,5774.0,1.0,2.0,28.0,1.0,3.0,1.0,2.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T01:57:40.709001
2007,2.0,29.0,1.0,5.0,250.0,3.0,1.0,55.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2022-03-05T01:58:00.709001
2008,3.0,24.0,4.0,7.0,4059.0,0.0,2.0,41.0,1.0,4.0,1.0,3.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,2022-03-05T01:58:20.709001
2009,0.0,30.0,3.0,10.0,9076.0,0.0,2.0,39.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T01:58:40.709001
2010,0.0,4.0,0.0,2.0,250.0,3.0,3.0,30.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-05T01:59:00.709001
2011,3.0,33.0,3.0,5.0,4521.0,1.0,1.0,49.0,1.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T01:59:20.709001
2012,2.0,9.0,0.0,2.0,250.0,3.0,4.0,29.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2022-03-05T01:59:40.709001
2013,3.0,32.0,0.0,5.0,1317.0,0.0,3.0,34.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2022-03-05T02:00:00.709001
2014,2.0,18.0,1.0,5.0,250.0,3.0,3.0,54.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:00:20.709001
2015,0.0,32.0,1.0,0.0,2481.0,2.0,2.0,53.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:00:40.709001
2016,1.0,31.0,4.0,5.0,5197.0,1.0,3.0,47.0,0.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T02:01:00.709001
2017,0.0,10.0,4.0,2.0,2165.0,3.0,1.0,54.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T02:01:20.709001
2018,0.0,23.0,3.0,1.0,2995.0,1.0,1.0,55.0,0.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T02:01:40.709001
2019,0.0,4.0,1.0,2.0,250.0,3.0,1.0,48.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:02:00.709001
2020,0.0,28.0,1.0,5.0,5361.0,0.0,0.0,60.0,1.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T02:02:20.709001
2021,2.0,4.0,1.0,3.0,250.0,3.0,3.0,37.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:02:40.709001
2022,2.0,21.0,1.0,3.0,250.0,3.0,4.0,24.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:03:00.709001
2023,3.0,8.0,4.0,3.0,1367.0,1.0,0.0,45.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,2022-03-05T02:03:20.709001
2024,3.0,24.0,4.0,5.0,8067.0,0.0,1.0,60.0,1.0,4.0,2.0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T02:03:40.709001
2025,3.0,22.0,4.0,5.0,3377.0,0.0,0.0,50.0,1.0,4.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T02:04:00.709001
2026,2.0,9.0,1.0,5.0,250.0,3.0,1.0,45.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T02:04:20.709001
2027,3.0,50.0,3.0,6.0,7611.0,2.0,2.0,36.0,1.0,4.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T02:04:40.709001
2028,2.0,22.0,1.0,5.0,3237.0,1.0,0.0,35.0,1.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T02:05:00.709001
2029,2.0,15.0,1.0,5.0,250.0,3.0,1.0,19.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T02:05:20.709001
2030,0.0,28.0,1.0,5.0,3250.0,0.0,3.0,51.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2022-03-05T02:05:40.709001
2031,3.0,35.0,4.0,5.0,3103.0,1.0,1.0,49.0,1.0,3.0,2.0,0.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2022-03-05T02:06:00.709001
2032,3.0,29.0,4.0,4.0,5940.0,1.0,1.0,42.0,1.0,5.0,2.0,0.0,5.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2022-03-05T02:06:20.709001
2033,1.0,24.0,1.0,7.0,3837.0,0.0,1.0,19.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:06:40.709001
2034,2.0,15.0,1.0,9.0,4158.0,3.0,3.0,32.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:07:00.709001
2035,3.0,25.0,4.0,7.0,5460.0,2.0,1.0,30.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2022-03-05T02:07:20.709001
2036,3.0,38.0,4.0,8.0,4109.0,2.0,2.0,35.0,1.0,5.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2022-03-05T02:07:40.709001
2037,1.0,22.0,1.0,7.0,4725.0,2.0,0.0,50.0,1.0,3.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T02:08:00.709001
2038,3.0,28.0,3.0,0.0,4713.0,1.0,0.0,58.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:08:20.709001
2039,2.0,11.0,0.0,3.0,261.0,3.0,4.0,31.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:08:40.709001
2040,2.0,27.0,1.0,3.0,1262.0,3.0,0.0,40.0,0.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2022-03-05T02:09:00.709001
2041,2.0,4.0,1.0,7.0,250.0,3.0,3.0,34.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:09:20.709001
2042,3.0,9.0,1.0,3.0,5149.0,1.0,0.0,54.0,1.0,4.0,2.0,0.0,4.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T02:09:40.709001
2043,0.0,14.0,2.0,3.0,3601.0,3.0,3.0,29.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T02:10:00.709001
2044,3.0,21.0,3.0,7.0,3662.0,1.0,2.0,59.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:10:20.709001
2045,2.0,4.0,4.0,3.0,250.0,3.0,3.0,54.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-05T02:10:40.709001
2046,3.0,27.0,4.0,5.0,4603.0,1.0,1.0,46.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T02:11:00.709001
2047,2.0,4.0,0.0,3.0,250.0,3.0,3.0,41.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T02:11:20.709001
2048,3.0,26.0,3.0,5.0,5978.0,4.0,1.0,49.0,1.0,4.0,2.0,0.0,5.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2022-03-05T02:11:40.709001
2049,3.0,28.0,4.0,3.0,4387.0,0.0,0.0,41.0,1.0,4.0,2.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2022-03-05T02:12:00.709001
2050,3.0,26.0,0.0,3.0,5563.0,3.0,0.0,56.0,1.0,3.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T02:12:20.709001
2051,3.0,31.0,3.0,0.0,8001.0,1.0,2.0,46.0,1.0,4.0,0.0,3.0,5.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2022-03-05T02:12:40.709001
2052,3.0,57.0,3.0,0.0,4424.0,4.0,2.0,34.0,1.0,5.0,0.0,3.0,4.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2022-03-05T02:13:00.709001
2053,3.0,35.0,3.0,8.0,7215.0,1.0,2.0,60.0,1.0,4.0,0.0,3.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T02:13:20.709001
2054,3.0,16.0,1.0,3.0,2730.0,0.0,3.0,41.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2022-03-05T02:13:40.709001
2055,0.0,15.0,1.0,3.0,250.0,3.0,1.0,31.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:14:00.709001
2056,3.0,31.0,4.0,3.0,7710.0,0.0,1.0,42.0,1.0,4.0,2.0,3.0,4.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2022-03-05T02:14:20.709001
2057,3.0,18.0,4.0,5.0,6246.0,1.0,1.0,33.0,1.0,4.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2022-03-05T02:14:40.709001
2058,3.0,21.0,3.0,3.0,2290.0,1.0,1.0,52.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T02:15:00.709001
2059,2.0,9.0,1.0,10.0,4308.0,3.0,3.0,29.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T02:15:20.709001
2060,1.0,32.0,4.0,7.0,4689.0,0.0,2.0,49.0,1.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T02:15:40.709001
2061,3.0,29.0,4.0,0.0,6859.0,0.0,1.0,51.0,1.0,4.0,2.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2022-03-05T02:16:00.709001
2062,1.0,4.0,0.0,3.0,250.0,3.0,3.0,43.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-05T02:16:20.709001
2063,0.0,4.0,4.0,2.0,567.0,3.0,3.0,34.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:16:40.709001
2064,0.0,14.0,4.0,7.0,3656.0,3.0,0.0,32.0,1.0,3.0,2.0,0.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-05T02:17:00.709001
2065,3.0,41.0,4.0,8.0,5912.0,1.0,2.0,54.0,1.0,5.0,0.0,3.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T02:17:20.709001
2066,2.0,4.0,0.0,2.0,779.0,3.0,3.0,47.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-05T02:17:40.709001
2067,3.0,44.0,3.0,6.0,8760.0,2.0,2.0,47.0,1.0,5.0,0.0,3.0,4.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,2022-03-05T02:18:00.709001
2068,3.0,35.0,3.0,8.0,5510.0,4.0,2.0,47.0,1.0,4.0,0.0,0.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2022-03-05T02:18:20.709001
2069,3.0,23.0,3.0,0.0,7104.0,1.0,2.0,34.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2022-03-05T02:18:40.709001
2070,3.0,37.0,4.0,0.0,6954.0,1.0,2.0,53.0,1.0,4.0,0.0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T02:19:00.709001
2071,2.0,13.0,4.0,5.0,3370.0,3.0,0.0,59.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:19:20.709001
2072,2.0,4.0,1.0,2.0,365.0,3.0,0.0,54.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:19:40.709001
2073,0.0,20.0,4.0,5.0,3713.0,0.0,2.0,44.0,1.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,2022-03-05T02:20:00.709001
2074,1.0,20.0,1.0,9.0,4020.0,2.0,3.0,25.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T02:20:20.709001
2075,3.0,8.0,1.0,2.0,4387.0,0.0,1.0,46.0,0.0,4.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2022-03-05T02:20:40.709001
2076,0.0,19.0,4.0,2.0,4434.0,0.0,1.0,58.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,2022-03-05T02:21:00.709001
2077,3.0,25.0,4.0,7.0,6264.0,0.0,1.0,29.0,1.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T02:21:20.709001
2078,3.0,8.0,1.0,3.0,2365.0,0.0,3.0,40.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-05T02:21:40.709001
2079,3.0,37.0,4.0,8.0,4959.0,1.0,2.0,29.0,1.0,4.0,2.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2022-03-05T02:22:00.709001
2080,0.0,4.0,0.0,3.0,2643.0,3.0,4.0,24.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-05T02:22:20.709001
2081,0.0,23.0,3.0,3.0,2688.0,2.0,1.0,48.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:22:40.709001
2082,0.0,10.0,4.0,8.0,3959.0,3.0,1.0,43.0,0.0,4.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T02:23:00.709001
2083,2.0,4.0,4.0,2.0,2677.0,1.0,0.0,48.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2022-03-05T02:23:20.709001
2084,0.0,27.0,0.0,5.0,3757.0,0.0,1.0,39.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:23:40.709001
2085,2.0,10.0,4.0,5.0,3368.0,3.0,3.0,34.0,1.0,3.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:24:00.709001
2086,0.0,4.0,4.0,5.0,250.0,3.0,1.0,46.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:24:20.709001
2087,0.0,31.0,3.0,5.0,3140.0,1.0,2.0,49.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:24:40.709001
2088,0.0,38.0,4.0,5.0,5246.0,1.0,1.0,26.0,1.0,3.0,2.0,2.0,4.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T02:25:00.709001
2089,3.0,25.0,4.0,4.0,4296.0,0.0,3.0,33.0,1.0,3.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:25:20.709001
2090,3.0,36.0,4.0,4.0,6489.0,1.0,0.0,34.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T02:25:40.709001
2091,3.0,8.0,1.0,3.0,3357.0,0.0,3.0,35.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-05T02:26:00.709001
2092,1.0,30.0,4.0,0.0,3803.0,2.0,1.0,48.0,0.0,2.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:26:20.709001
2093,0.0,29.0,3.0,6.0,4651.0,1.0,2.0,29.0,1.0,4.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T02:26:40.709001
2094,2.0,9.0,0.0,10.0,3484.0,3.0,3.0,31.0,1.0,3.0,0.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2022-03-05T02:27:00.709001
2095,2.0,4.0,1.0,4.0,250.0,3.0,3.0,50.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:27:20.709001
2096,2.0,4.0,0.0,2.0,250.0,3.0,4.0,54.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:27:40.709001
2097,3.0,41.0,4.0,8.0,8370.0,1.0,2.0,49.0,1.0,5.0,0.0,3.0,3.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2022-03-05T02:28:00.709001
2098,3.0,28.0,3.0,0.0,4613.0,1.0,2.0,39.0,1.0,5.0,2.0,3.0,5.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2022-03-05T02:28:20.709001
2099,3.0,24.0,4.0,3.0,3752.0,4.0,1.0,23.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T02:28:40.709001
2100,1.0,22.0,1.0,4.0,3770.0,0.0,3.0,36.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2022-03-05T02:29:00.709001
2101,2.0,4.0,0.0,2.0,250.0,3.0,4.0,53.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:29:20.709001
2102,2.0,4.0,0.0,2.0,250.0,3.0,4.0,24.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:29:40.709001
2103,0.0,14.0,1.0,5.0,2334.0,1.0,3.0,37.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T02:30:00.709001
2104,3.0,36.0,4.0,0.0,7004.0,1.0,1.0,28.0,1.0,5.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,2022-03-05T02:30:20.709001
2105,3.0,29.0,3.0,1.0,7383.0,1.0,2.0,55.0,1.0,5.0,2.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,2022-03-05T02:30:40.709001
2106,1.0,22.0,1.0,7.0,6007.0,3.0,3.0,32.0,1.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2022-03-05T02:31:00.709001
2107,2.0,18.0,1.0,0.0,574.0,3.0,3.0,33.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2022-03-05T02:31:20.709001
2108,2.0,15.0,1.0,2.0,1722.0,3.0,3.0,63.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:31:40.709001
2109,3.0,52.0,3.0,4.0,8340.0,4.0,2.0,51.0,1.0,4.0,1.0,3.0,5.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2022-03-05T02:32:00.709001
2110,3.0,46.0,3.0,7.0,6806.0,1.0,2.0,43.0,1.0,5.0,0.0,3.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T02:32:20.709001
2111,3.0,34.0,4.0,5.0,4994.0,1.0,0.0,57.0,1.0,4.0,2.0,3.0,5.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T02:32:40.709001
2112,0.0,5.0,0.0,3.0,250.0,3.0,3.0,48.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:33:00.709001
2113,3.0,21.0,1.0,5.0,1903.0,1.0,1.0,57.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T02:33:20.709001
2114,3.0,28.0,3.0,8.0,5263.0,1.0,2.0,53.0,1.0,4.0,2.0,2.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2022-03-05T02:33:40.709001
2115,3.0,40.0,3.0,8.0,8813.0,2.0,2.0,25.0,1.0,5.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T02:34:00.709001
2116,2.0,4.0,0.0,2.0,250.0,3.0,4.0,34.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:34:20.709001
2117,0.0,25.0,3.0,6.0,3411.0,1.0,0.0,46.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2022-03-05T02:34:40.709001
2118,3.0,26.0,4.0,0.0,2911.0,0.0,2.0,54.0,1.0,4.0,2.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2022-03-05T02:35:00.709001
2119,2.0,4.0,1.0,2.0,250.0,0.0,3.0,18.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:35:20.709001
2120,0.0,19.0,1.0,3.0,2660.0,1.0,1.0,55.0,0.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:35:40.709001
2121,2.0,9.0,4.0,5.0,2219.0,3.0,0.0,46.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:36:00.709001
2122,0.0,15.0,4.0,9.0,5067.0,3.0,2.0,48.0,0.0,4.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:36:20.709001
2123,0.0,14.0,4.0,2.0,1908.0,3.0,0.0,44.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:36:40.709001
2124,2.0,7.0,0.0,3.0,250.0,3.0,0.0,38.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T02:37:00.709001
2125,2.0,4.0,0.0,2.0,250.0,3.0,3.0,49.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T02:37:20.709001
2126,0.0,4.0,1.0,2.0,3542.0,3.0,4.0,32.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2022-03-05T02:37:40.709001
2127,2.0,15.0,1.0,5.0,2077.0,3.0,1.0,59.0,0.0,3.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:38:00.709001
2128,2.0,4.0,0.0,2.0,250.0,3.0,4.0,21.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:38:20.709001
2129,2.0,4.0,4.0,10.0,1268.0,3.0,1.0,62.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-05T02:38:40.709001
2130,3.0,36.0,1.0,1.0,4245.0,0.0,0.0,24.0,1.0,4.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T02:39:00.709001
2131,0.0,39.0,3.0,6.0,3922.0,1.0,2.0,49.0,1.0,5.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T02:39:20.709001
