checkingstatus,loanduration,credithistory,loanpurpose,loanamount,existingsavings,employmentduration,installmentpercent,sex,othersonloan,currentresidenceduration,ownsproperty,age,installmentplans,housing,existingcreditscount,job,dependents,telephone,foreignworker,prediction,scoring_timestamp
3.0,41.0,4.0,10.0,6415.0,2.0,2.0,65.0,1.0,4.0,1.0,0.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T06:05:40.709001
0.0,25.0,3.0,5.0,3292.0,1.0,1.0,58.0,1.0,3.0,2.0,0.0,4.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T06:06:00.709001
0.0,13.0,1.0,5.0,2634.0,3.0,0.0,44.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:06:20.709001
1.0,13.0,0.0,2.0,4085.0,0.0,0.0,53.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:06:40.709001
3.0,37.0,3.0,8.0,6450.0,2.0,1.0,47.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-05T06:07:00.709001
0.0,14.0,4.0,2.0,3582.0,2.0,3.0,49.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T06:07:20.709001
0.0,4.0,1.0,3.0,906.0,0.0,0.0,49.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:07:40.709001
3.0,23.0,4.0,3.0,2771.0,1.0,3.0,62.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2022-03-05T06:08:00.709001
2.0,4.0,1.0,2.0,250.0,3.0,3.0,51.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:08:20.709001
2.0,4.0,0.0,3.0,250.0,0.0,3.0,40.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:08:40.709001
0.0,14.0,1.0,3.0,917.0,3.0,3.0,57.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:09:00.709001
3.0,25.0,4.0,3.0,4317.0,0.0,1.0,57.0,1.0,4.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2022-03-05T06:09:20.709001
2.0,9.0,4.0,2.0,250.0,3.0,1.0,26.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:09:40.709001
2.0,8.0,0.0,4.0,2704.0,3.0,4.0,35.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-05T06:10:00.709001
2.0,8.0,0.0,2.0,3350.0,3.0,3.0,42.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T06:10:20.709001
0.0,4.0,0.0,3.0,3562.0,3.0,0.0,29.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:10:40.709001
2.0,12.0,1.0,3.0,250.0,3.0,3.0,31.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:11:00.709001
3.0,24.0,4.0,7.0,7173.0,2.0,0.0,60.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,2022-03-05T06:11:20.709001
2.0,4.0,1.0,3.0,250.0,0.0,0.0,34.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T06:11:40.709001
3.0,18.0,1.0,7.0,5093.0,1.0,0.0,45.0,1.0,3.0,2.0,0.0,4.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T06:12:00.709001
3.0,15.0,3.0,7.0,2953.0,4.0,1.0,40.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T06:12:20.709001
1.0,14.0,1.0,10.0,1995.0,3.0,0.0,24.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2022-03-05T06:12:40.709001
3.0,47.0,1.0,8.0,4952.0,4.0,1.0,33.0,1.0,3.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2022-03-05T06:13:00.709001
0.0,14.0,1.0,2.0,3148.0,3.0,0.0,31.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:13:20.709001
0.0,4.0,0.0,2.0,250.0,3.0,0.0,48.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:13:40.709001
3.0,39.0,4.0,5.0,7177.0,1.0,2.0,24.0,1.0,4.0,0.0,3.0,5.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T06:14:00.709001
0.0,8.0,0.0,3.0,2069.0,3.0,1.0,46.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:14:20.709001
3.0,30.0,4.0,5.0,5546.0,4.0,2.0,43.0,1.0,4.0,2.0,0.0,5.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2022-03-05T06:14:40.709001
3.0,33.0,3.0,8.0,5034.0,1.0,2.0,29.0,1.0,4.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T06:15:00.709001
0.0,20.0,1.0,2.0,2499.0,3.0,0.0,49.0,1.0,3.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2022-03-05T06:15:20.709001
3.0,32.0,4.0,0.0,2879.0,1.0,0.0,52.0,1.0,4.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T06:15:40.709001
2.0,4.0,0.0,2.0,250.0,3.0,0.0,29.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T06:16:00.709001
3.0,40.0,3.0,8.0,10920.0,2.0,2.0,27.0,1.0,6.0,0.0,3.0,6.0,2.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,2022-03-05T06:16:20.709001
3.0,31.0,1.0,3.0,5636.0,0.0,2.0,28.0,0.0,3.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:16:40.709001
3.0,12.0,0.0,2.0,1927.0,1.0,3.0,30.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T06:17:00.709001
2.0,20.0,1.0,0.0,2615.0,3.0,3.0,35.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:17:20.709001
3.0,27.0,3.0,7.0,2422.0,1.0,2.0,54.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T06:17:40.709001
3.0,46.0,3.0,4.0,8073.0,4.0,2.0,25.0,1.0,5.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2022-03-05T06:18:00.709001
2.0,4.0,0.0,2.0,250.0,3.0,0.0,43.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:18:20.709001
3.0,36.0,4.0,0.0,7624.0,2.0,2.0,41.0,1.0,5.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2022-03-05T06:18:40.709001
0.0,24.0,0.0,10.0,6401.0,3.0,3.0,52.0,1.0,3.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2022-03-05T06:19:00.709001
3.0,30.0,4.0,1.0,7542.0,0.0,1.0,32.0,1.0,5.0,2.0,3.0,4.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2022-03-05T06:19:20.709001
2.0,26.0,3.0,7.0,1853.0,0.0,2.0,39.0,0.0,4.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T06:19:40.709001
3.0,39.0,4.0,0.0,7305.0,1.0,2.0,34.0,1.0,5.0,0.0,0.0,5.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2022-03-05T06:20:00.709001
1.0,25.0,1.0,3.0,3691.0,0.0,0.0,29.0,1.0,4.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T06:20:20.709001
0.0,23.0,3.0,0.0,250.0,0.0,2.0,29.0,1.0,4.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T06:20:40.709001
0.0,15.0,2.0,2.0,2949.0,0.0,0.0,51.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T06:21:00.709001
3.0,8.0,4.0,7.0,4375.0,0.0,0.0,28.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-05T06:21:20.709001
0.0,31.0,4.0,7.0,2777.0,2.0,0.0,45.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:21:40.709001
2.0,20.0,2.0,10.0,2447.0,3.0,4.0,62.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:22:00.709001
0.0,13.0,1.0,2.0,250.0,3.0,3.0,62.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:22:20.709001
0.0,18.0,1.0,2.0,452.0,3.0,0.0,51.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:22:40.709001
0.0,15.0,4.0,7.0,5076.0,3.0,0.0,29.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:23:00.709001
2.0,8.0,4.0,2.0,4334.0,3.0,0.0,34.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:23:20.709001
0.0,15.0,4.0,3.0,876.0,2.0,2.0,28.0,1.0,3.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:23:40.709001
3.0,26.0,4.0,3.0,1475.0,4.0,2.0,36.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2022-03-05T06:24:00.709001
3.0,17.0,3.0,7.0,2634.0,1.0,2.0,34.0,1.0,4.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2022-03-05T06:24:20.709001
3.0,28.0,3.0,0.0,4868.0,2.0,1.0,44.0,0.0,4.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2022-03-05T06:24:40.709001
3.0,31.0,3.0,8.0,9942.0,2.0,2.0,44.0,1.0,4.0,0.0,3.0,5.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2022-03-05T06:25:00.709001
2.0,4.0,2.0,2.0,250.0,3.0,4.0,41.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:25:20.709001
2.0,12.0,0.0,3.0,250.0,3.0,3.0,52.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:25:40.709001
2.0,27.0,1.0,3.0,1656.0,3.0,0.0,49.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T06:26:00.709001
3.0,34.0,3.0,5.0,7820.0,4.0,1.0,48.0,1.0,5.0,0.0,3.0,5.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2022-03-05T06:26:20.709001
3.0,23.0,3.0,0.0,8300.0,1.0,0.0,27.0,1.0,4.0,2.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2022-03-05T06:26:40.709001
0.0,4.0,0.0,2.0,2813.0,0.0,1.0,36.0,1.0,3.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:27:00.709001
1.0,19.0,1.0,9.0,3284.0,2.0,3.0,39.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:27:20.709001
0.0,19.0,4.0,5.0,509.0,3.0,0.0,44.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2022-03-05T06:27:40.709001
2.0,12.0,4.0,3.0,1097.0,3.0,0.0,42.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T06:28:00.709001
0.0,4.0,1.0,3.0,250.0,3.0,3.0,30.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:28:20.709001
2.0,8.0,2.0,3.0,250.0,3.0,4.0,43.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:28:40.709001
0.0,13.0,1.0,10.0,2673.0,1.0,0.0,42.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:29:00.709001
2.0,30.0,3.0,3.0,2549.0,1.0,1.0,35.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2022-03-05T06:29:20.709001
1.0,7.0,4.0,9.0,4939.0,3.0,0.0,54.0,1.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2022-03-05T06:29:40.709001
0.0,14.0,1.0,2.0,2130.0,3.0,0.0,30.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2022-03-05T06:30:00.709001
1.0,28.0,4.0,7.0,675.0,0.0,1.0,62.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T06:30:20.709001
3.0,38.0,4.0,8.0,6204.0,1.0,1.0,44.0,1.0,4.0,2.0,0.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,2022-03-05T06:30:40.709001
2.0,37.0,1.0,3.0,1728.0,2.0,1.0,49.0,1.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2022-03-05T06:31:00.709001
0.0,19.0,2.0,0.0,748.0,3.0,3.0,47.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:31:20.709001
2.0,19.0,1.0,5.0,1283.0,3.0,4.0,62.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:31:40.709001
1.0,14.0,1.0,2.0,1132.0,3.0,1.0,38.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T06:32:00.709001
2.0,13.0,0.0,3.0,1241.0,3.0,0.0,60.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:32:20.709001
1.0,21.0,3.0,1.0,5668.0,0.0,1.0,41.0,1.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T06:32:40.709001
3.0,44.0,4.0,8.0,8392.0,1.0,0.0,53.0,1.0,4.0,0.0,2.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,2022-03-05T06:33:00.709001
0.0,4.0,0.0,2.0,250.0,3.0,3.0,22.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:33:20.709001
0.0,19.0,4.0,7.0,878.0,0.0,3.0,33.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:33:40.709001
3.0,34.0,4.0,5.0,4842.0,4.0,1.0,51.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2022-03-05T06:34:00.709001
2.0,14.0,0.0,5.0,1936.0,3.0,1.0,54.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:34:20.709001
2.0,22.0,1.0,2.0,250.0,3.0,0.0,26.0,1.0,2.0,2.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2022-03-05T06:34:40.709001
2.0,23.0,4.0,3.0,983.0,1.0,0.0,26.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:35:00.709001
2.0,14.0,4.0,2.0,3939.0,3.0,0.0,41.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T06:35:20.709001
3.0,36.0,3.0,0.0,7352.0,2.0,2.0,40.0,1.0,4.0,0.0,3.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2022-03-05T06:35:40.709001
1.0,4.0,0.0,2.0,2177.0,3.0,0.0,51.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2022-03-05T06:36:00.709001
2.0,31.0,1.0,5.0,2481.0,2.0,0.0,43.0,1.0,3.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2022-03-05T06:36:20.709001
0.0,23.0,3.0,5.0,7710.0,0.0,1.0,39.0,1.0,4.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T06:36:40.709001
3.0,27.0,3.0,7.0,5533.0,1.0,1.0,55.0,1.0,4.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,2022-03-05T06:37:00.709001
2.0,7.0,4.0,5.0,250.0,3.0,0.0,30.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:37:20.709001
3.0,29.0,4.0,5.0,5528.0,0.0,1.0,61.0,1.0,4.0,2.0,2.0,5.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,2022-03-05T06:37:40.709001
0.0,49.0,3.0,8.0,4722.0,2.0,2.0,51.0,1.0,5.0,0.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2022-03-05T06:38:00.709001
3.0,37.0,4.0,5.0,2544.0,1.0,1.0,22.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T06:38:20.709001
2.0,4.0,1.0,7.0,435.0,3.0,3.0,38.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T06:38:40.709001
3.0,8.0,1.0,5.0,3429.0,3.0,3.0,41.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-05T06:39:00.709001
0.0,4.0,2.0,0.0,250.0,3.0,4.0,28.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2022-03-05T06:39:20.709001
3.0,17.0,1.0,7.0,4533.0,2.0,0.0,42.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2022-03-05T06:39:40.709001
3.0,31.0,3.0,8.0,5602.0,4.0,0.0,56.0,1.0,3.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:40:00.709001
3.0,27.0,4.0,0.0,4450.0,1.0,2.0,41.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T06:40:20.709001
2.0,19.0,1.0,7.0,4040.0,3.0,1.0,38.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T06:40:40.709001
3.0,29.0,4.0,0.0,7499.0,0.0,3.0,43.0,1.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,2022-03-05T06:41:00.709001
3.0,31.0,4.0,0.0,3149.0,1.0,0.0,33.0,0.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2022-03-05T06:41:20.709001
3.0,37.0,1.0,0.0,5126.0,4.0,2.0,54.0,1.0,4.0,2.0,2.0,4.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2022-03-05T06:41:40.709001
3.0,38.0,4.0,5.0,2403.0,1.0,2.0,36.0,1.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2022-03-05T06:42:00.709001
2.0,4.0,0.0,4.0,466.0,0.0,0.0,40.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2022-03-05T06:42:20.709001
2.0,13.0,0.0,2.0,3116.0,3.0,4.0,47.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:42:40.709001
3.0,33.0,3.0,5.0,4658.0,2.0,1.0,47.0,1.0,4.0,2.0,2.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T06:43:00.709001
2.0,8.0,0.0,2.0,250.0,3.0,4.0,32.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:43:20.709001
2.0,4.0,0.0,2.0,250.0,3.0,4.0,25.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:43:40.709001
3.0,41.0,3.0,7.0,6474.0,4.0,2.0,32.0,1.0,4.0,0.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2022-03-05T06:44:00.709001
3.0,42.0,3.0,0.0,3437.0,4.0,2.0,24.0,1.0,5.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2022-03-05T06:44:20.709001
3.0,36.0,4.0,0.0,8614.0,1.0,0.0,24.0,1.0,4.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2022-03-05T06:44:40.709001
0.0,31.0,3.0,0.0,3201.0,0.0,2.0,48.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:45:00.709001
3.0,21.0,3.0,7.0,6363.0,1.0,0.0,22.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2022-03-05T06:45:20.709001
3.0,31.0,1.0,5.0,5205.0,0.0,0.0,37.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T06:45:40.709001
2.0,4.0,0.0,7.0,250.0,3.0,3.0,50.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:46:00.709001
2.0,11.0,0.0,2.0,996.0,3.0,0.0,49.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2022-03-05T06:46:20.709001
3.0,30.0,3.0,0.0,2338.0,2.0,1.0,48.0,1.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2022-03-05T06:46:40.709001
2.0,4.0,0.0,7.0,250.0,3.0,0.0,45.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:47:00.709001
3.0,26.0,3.0,5.0,3091.0,1.0,1.0,56.0,1.0,4.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2022-03-05T06:47:20.709001
0.0,17.0,1.0,3.0,1718.0,3.0,0.0,40.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:47:40.709001
3.0,16.0,1.0,7.0,2522.0,0.0,0.0,39.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,2022-03-05T06:48:00.709001
3.0,38.0,4.0,6.0,5877.0,1.0,1.0,43.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2022-03-05T06:48:20.709001
0.0,14.0,0.0,5.0,250.0,1.0,0.0,26.0,0.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2022-03-05T06:48:40.709001
3.0,34.0,3.0,8.0,8281.0,2.0,2.0,40.0,1.0,5.0,0.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2022-03-05T06:49:00.709001
3.0,28.0,4.0,3.0,4523.0,0.0,0.0,23.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,2022-03-05T06:49:20.709001
2.0,18.0,1.0,2.0,250.0,3.0,4.0,49.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:49:40.709001
0.0,25.0,4.0,7.0,4901.0,3.0,2.0,49.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:50:00.709001
2.0,13.0,0.0,2.0,250.0,1.0,0.0,33.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:50:20.709001
2.0,18.0,1.0,9.0,2160.0,3.0,3.0,31.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2022-03-05T06:50:40.709001
0.0,8.0,4.0,3.0,3473.0,1.0,3.0,32.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2022-03-05T06:51:00.709001
